,cl_id,condition_id,young_modulus
280,22rv1,500paacol,3633.5326286072277
281,22rv1,500paacol,3430.7397493827525
282,22rv1,500paacol,3908.581419628721
283,22rv1,500paacol,3613.429735745398
284,22rv1,500paacol,3458.2081119465547
285,22rv1,500paacol,3230.6415511422406
286,22rv1,500paacol,3938.5172403014676
287,22rv1,500paacol,3666.8687599059667
288,22rv1,500paacol,3656.142631590604
289,22rv1,500paacol,3533.011806043799
290,22rv1,500paacol,3922.473849555593
291,22rv1,500paacol,3188.2251409803193
292,22rv1,500paacol,3368.1749926006105
293,22rv1,500paacol,3765.3062189198145
294,22rv1,500paacol,3199.375618518753
295,22rv1,500paacol,3221.9118592650125
296,22rv1,500paacol,3352.6924967615882
297,22rv1,500paacol,3441.5727917154927
298,22rv1,500paafn,3046.1341897174325
299,22rv1,500paafn,2786.4794093055543
300,22rv1,500paafn,2493.6457013038403
301,22rv1,500paafn,3121.097995708077
302,22rv1,500paafn,3159.1135785390024
303,22rv1,500paafn,2839.6208479247225
304,22rv1,500paafn,2932.511961076379
305,22rv1,500paafn,2890.4116073451205
306,22rv1,500paafn,2963.9841331792477
307,22rv1,500paafn,2820.3960932406444
308,22rv1,500paafn,2623.160044655172
309,22rv1,500paafn,2695.4328268532436
310,22rv1,500paafn,2993.201260538707
311,22rv1,500paafn,2918.7143846290037
312,22rv1,500paafn,3348.376953579003
313,22rv1,500paafn,3010.152185369794
314,22rv1,500paafn,3186.379003399314
315,22rv1,500paafn,2850.951296363376
316,22rv1,500paafn,2662.668625516965
317,22rv1,500paafn,3185.7671902658653
318,22rv1,500paafn,3161.028657979382
319,22rv1,500paafn,2759.286299101562
320,22rv1,500paafn,3237.004436856964
321,22rv1,500paafn,2970.8842136384446
322,22rv1,500paafn,3307.5355931869008
323,22rv1,500paafn,3168.022833016391
324,22rv1,500paafn,3203.0961786573303
325,22rv1,500paafn,2696.0244049776966
326,22rv1,500paafn,2871.369801076461
327,22rv1,500paafn,2535.585913135761
328,22rv1,500paafn,2929.77723669779
329,22rv1,500paafn,3231.3655872624613
330,22rv1,500paafn,2771.4127432279224
331,22rv1,500paafn,3023.246600873468
332,22rv1,500paafn,2573.6400384153876
333,22rv1,500paafn,3197.8373176562127
334,22rv1,500paafn,2913.5821228191344
335,22rv1,500paafn,3481.0721445613044
336,22rv1,500paafn,2882.2363652189624
337,22rv1,500paafn,2637.5686498453942
338,22rv1,500paafn,3044.4764771586383
339,22rv1,500paafn,2634.577220948377
340,22rv1,500paafn,2877.168497576403
341,22rv1,500paafn,3330.173575471247
342,22rv1,500paafn,2581.6331543006686
343,22rv1,500paafn,3188.283738733676
344,22rv1,500paafn,3410.1670652251487
345,22rv1,500paafn,2885.598362102002
346,22rv1,500paafn,3227.4790508245446
347,22rv1,500paafn,3174.6701093072897
348,22rv1,500paafn,3140.465303059784
349,22rv1,500paafn,2827.6415430180314
350,22rv1,500paafn,3118.2798771440366
351,22rv1,500paafn,3370.031612131025
352,22rv1,500paafn,3014.061549886077
353,22rv1,500paafn,3085.65136443359
354,22rv1,500paafn,2713.176971754191
355,22rv1,500paafn,2759.5931894606265
356,22rv1,500paafn,2873.228433780704
357,22rv1,500paafn,3005.0993087183815
358,22rv1,500paafn,3124.696672521649
359,22rv1,500paafn,3117.821610142456
360,22rv1,500paafn,3420.455385601611
361,22rv1,500paafn,2907.292381095274
362,22rv1,500paafn,3290.8649116517945
363,22rv1,500paafn,3144.525766114326
364,22rv1,500paafn,2887.913674879212
365,22rv1,500paafn,3146.3861368753437
366,22rv1,500paafn,2709.711937699821
367,22rv1,500paafn,2697.17272947404
368,22rv1,500paafn,2451.661503017515
369,22rv1,500paafn,3159.471492409627
370,22rv1,500paafn,3173.4103761555025
371,22rv1,500paafn,3328.9749722083284
372,22rv1,500paafn,2796.2419405638157
373,22rv1,500paafn,2823.6763130468166
374,22rv1,500paafn,2459.5853013085148
375,22rv1,500paafn,2941.7493434391217
376,22rv1,500paafn,3002.070767507388
377,22rv1,500paafn,3363.1631056670785
378,22rv1,500paafn,2861.067449800895
482,22rv1,hacol,3168.7660517472605
483,22rv1,hacol,3359.3405359229637
484,22rv1,hacol,3405.162815203181
485,22rv1,hacol,3176.973659878973
486,22rv1,hacol,2946.122341498415
487,22rv1,hacol,3272.3745807404794
488,22rv1,hacol,3473.148331150617
489,22rv1,hacol,2970.3130696971493
490,22rv1,hacol,3448.3961633142903
491,22rv1,hacol,3171.7186255554197
492,22rv1,hacol,3602.8147391847833
493,22rv1,hacol,2833.81572489805
494,22rv1,hacol,3902.7054105912084
495,22rv1,hacol,3143.0372308156248
496,22rv1,hacol,2837.788657155166
497,22rv1,hacol,3296.7520333271723
498,22rv1,hacol,2900.061381306592
499,22rv1,hacol,3044.2109930473885
500,22rv1,hacol,3397.758672885141
501,22rv1,hacol,3408.737626678783
502,22rv1,hacol,3953.003317764993
503,22rv1,hacol,3369.059336852686
504,22rv1,hacol,3544.5540786106158
505,22rv1,hacol,3001.5197635547283
506,22rv1,hacol,3263.083350062905
507,22rv1,hacol,2983.9655735321385
508,22rv1,hacol,3407.3651972676107
509,22rv1,hacol,3332.749270947921
510,22rv1,hacol,3042.532595046592
511,22rv1,hacol,3594.191760761465
512,22rv1,hacol,3536.601898274712
513,22rv1,hacol,3275.241273545762
514,22rv1,hacol,2991.962926403801
515,22rv1,hacol,3554.3283347498036
516,22rv1,hacol,3373.5597801593067
517,22rv1,hacol,3145.82886720069
518,22rv1,hacol,3025.846015055202
519,22rv1,hacol,3340.2868063830074
520,22rv1,hacol,2972.2368014533695
521,22rv1,hacol,3200.9681652438144
522,22rv1,hacol,3767.398101776056
523,22rv1,hacol,2896.2853125851166
524,22rv1,hacol,3792.5676380772466
525,22rv1,hacol,3390.647776749763
526,22rv1,hacol,3285.3371056172928
527,22rv1,hacol,3734.652858427454
528,22rv1,hacol,3520.4959317880703
529,22rv1,hacol,3115.7631420573293
530,22rv1,hacol,3520.8691737806657
531,22rv1,hacol,3168.1435905058083
532,22rv1,hacol,3580.573473560956
533,22rv1,hacol,3549.8156040978383
534,22rv1,hacol,3415.9653535326906
535,22rv1,hacol,3550.3617381721497
536,22rv1,hacol,3064.0260715005484
537,22rv1,hacol,2742.274955714846
538,22rv1,hacol,3355.1184529141515
539,22rv1,hacol,3350.019202660426
540,22rv1,hacol,3589.776146244439
541,22rv1,hacol,3460.6337288704567
542,22rv1,hacol,2934.961103023271
543,22rv1,hacol,3345.7185864685134
544,22rv1,hacol,3486.6213496410182
545,22rv1,hacol,3155.950513088259
546,22rv1,hacol,2786.0814492829168
547,22rv1,hacol,3909.274816715302
548,22rv1,hacol,2891.2871410442685
549,22rv1,hacol,3387.41162930252
550,22rv1,hacol,2788.3598881557464
551,22rv1,hacol,2800.991193044506
552,22rv1,hacol,2936.882075018663
553,22rv1,hacol,3227.6852580090917
554,22rv1,hacol,3432.598887521751
555,22rv1,hacol,2726.270815935947
556,22rv1,hacol,3359.412095896244
557,22rv1,hacol,2991.741409659266
558,22rv1,hacol,3432.8542344555517
559,22rv1,hacol,3464.0058443062126
560,22rv1,hacol,3732.8532248432975
561,22rv1,hacol,3216.0678102000074
562,22rv1,hacol,3125.5102602928246
563,22rv1,hacol,3294.8011029257614
564,22rv1,hacol,3374.675760362613
565,22rv1,hacol,3112.2448520989064
566,22rv1,hacol,3546.6434012429972
567,22rv1,hacol,3453.1817288890725
568,22rv1,hacol,3334.6946451446074
569,22rv1,hacol,3582.7263515007853
570,22rv1,hacol,3204.618166002573
571,22rv1,hacol,3268.9750384256863
572,22rv1,hacol,3264.455677569679
573,22rv1,hacol,3141.234199994762
574,22rv1,hacol,3274.9371727690905
575,22rv1,hacol,3279.8632901034216
576,22rv1,hacol,3850.1634972196016
577,22rv1,hacol,3394.8627735107316
578,22rv1,hacol,3863.307571072083
579,22rv1,hacol,3327.7358034506115
580,22rv1,hacol,3229.242421708515
581,22rv1,hacol,3468.3371808261227
582,22rv1,hacol,3148.293044207452
583,22rv1,hacol,2818.3614287000282
584,22rv1,hacol,3480.9755125353745
585,22rv1,hafn,3431.084031835765
586,22rv1,hafn,3252.865069645616
587,22rv1,hafn,3685.4813207997036
588,22rv1,hafn,3364.7038300915056
589,22rv1,hafn,3238.9313368347925
590,22rv1,hafn,3660.5403620978764
591,22rv1,hafn,3652.7591594633714
592,22rv1,hafn,3741.215264983673
593,22rv1,hafn,4087.903202868464
594,22rv1,hafn,3547.28034693886
595,22rv1,hafn,3548.50603864227
596,22rv1,hafn,3358.805507430013
597,22rv1,hafn,3337.7756175825434
598,22rv1,hafn,3418.8313882759508
599,22rv1,hafn,3311.298274174027
600,22rv1,hafn,3800.4094941863486
601,22rv1,hafn,3457.147892293343
602,22rv1,hafn,3092.29519765191
603,22rv1,hafn,3997.087657722824
604,22rv1,hafn,3084.5315544542586
605,22rv1,hafn,3705.2467658540336
606,22rv1,hafn,3021.3540141023313
607,22rv1,hafn,3371.062873550733
608,22rv1,hafn,3762.9354769345005
609,22rv1,hafn,3289.1069918033945
610,22rv1,hafn,3607.889401623386
611,22rv1,hafn,3545.352725031105
612,22rv1,hafn,3597.9465631495777
613,22rv1,hafn,3488.314944338489
614,22rv1,hafn,3249.0677587649143
615,22rv1,hafn,3427.2838538372757
616,22rv1,hafn,3650.0988462267824
617,22rv1,hafn,3599.940902557176
618,22rv1,hafn,3410.623162638688
619,22rv1,hafn,3539.066047873238
620,22rv1,hafn,3468.590806317685
621,22rv1,hafn,3647.9210064226772
622,22rv1,hafn,3526.4214042946714
623,22rv1,hafn,3660.3832726331293
624,22rv1,hafn,3619.9070539969916
625,22rv1,hafn,3610.9020336176745
626,22rv1,hafn,3636.7013009966067
627,22rv1,hafn,3697.916630623958
628,22rv1,hafn,3580.209929729532
629,22rv1,hafn,3492.9178737527764
630,22rv1,hafn,3579.5554305975693
631,22rv1,hafn,3752.8551853967674
632,22rv1,hafn,4159.130062170609
633,22rv1,hafn,3435.250008111946
634,22rv1,hafn,3097.2438664096244
635,22rv1,hafn,3513.355027031211
636,22rv1,hafn,3441.025819830902
637,22rv1,hafn,3367.97900316544
638,22rv1,hafn,3088.630199209713
639,22rv1,hafn,3573.288407038499
640,22rv1,hafn,3381.378915825413
641,22rv1,hafn,3763.742277206235
642,22rv1,hafn,3488.7749671543897
643,22rv1,hafn,3547.7610065191257
644,22rv1,hafn,3581.587865803017
645,22rv1,hafn,3589.144067763282
646,22rv1,hafn,3837.491710236626
647,22rv1,hafn,3424.7667457780935
648,22rv1,hafn,3911.5215933947397
649,22rv1,hafn,3403.578417532167
650,22rv1,hafn,3056.144246888646
651,22rv1,hafn,2978.590481862619
652,22rv1,hafn,3085.2867347310657
653,22rv1,hafn,3296.781346429356
654,22rv1,hafn,3880.1828700352685
655,22rv1,hafn,3658.4235463276086
656,22rv1,hafn,3904.010815028193
657,22rv1,hafn,3576.3951727236636
658,22rv1,hafn,3737.4450385222444
659,22rv1,hafn,3827.148175606417
660,22rv1,hafn,3141.1062819537215
661,22rv1,hafn,2950.2410129563896
662,22rv1,hafn,2995.5806216474925
663,22rv1,hafn,2950.4731061470193
664,22rv1,hafn,3792.5866598000957
665,22rv1,hafn,3737.6993318379546
666,22rv1,hafn,3607.709035811601
667,22rv1,hafn,3830.132959194963
668,22rv1,hafn,3891.8467396601413
669,22rv1,hafn,3915.5376930857165
670,22rv1,hafn,3347.8211788772983
671,22rv1,hafn,3530.925807890665
672,22rv1,hafn,2854.1591156631325
673,22rv1,hafn,3844.6861897387616
674,22rv1,hafn,2772.1162714742445
675,22rv1,hafn,3539.061146537481
676,22rv1,hafn,3668.9762944154663
677,22rv1,hafn,3606.8200549138564
678,22rv1,hafn,3838.8254611520947
679,22rv1,hafn,3549.8435485403243
680,22rv1,hafn,3440.7388213233903
681,22rv1,hafn,3530.4950876511057
682,22rv1,hafn,3735.6861821484395
379,22rv1,glass,4480.4311745006
380,22rv1,glass,4475.513560088193
381,22rv1,glass,4693.099857776459
382,22rv1,glass,4730.4101930686165
383,22rv1,glass,5399.235534388548
384,22rv1,glass,5527.956941618992
385,22rv1,glass,4724.655031209277
386,22rv1,glass,5133.264535477918
387,22rv1,glass,4331.892950836375
388,22rv1,glass,5295.499810503774
389,22rv1,glass,4276.66049068751
390,22rv1,glass,5223.416171398851
391,22rv1,glass,4446.951781036579
392,22rv1,glass,4929.503290059504
393,22rv1,glass,5535.343934912615
394,22rv1,glass,4722.614660300611
395,22rv1,glass,5283.55349410742
396,22rv1,glass,4724.2770119188735
397,22rv1,glass,5111.7851442158235
398,22rv1,glass,4196.843474645127
399,22rv1,glass,4883.054353146976
400,22rv1,glass,4601.675366408369
401,22rv1,glass,4978.7713182694515
402,22rv1,glass,4493.986256996804
403,22rv1,glass,4520.44429241678
404,22rv1,glass,5433.029857070481
405,22rv1,glass,4440.517136460541
406,22rv1,glass,4994.92748142623
407,22rv1,glass,5226.337378710054
408,22rv1,glass,4418.896551267254
409,22rv1,glass,4429.990890474237
410,22rv1,glass,4827.613533705867
411,22rv1,glass,5395.772406658584
412,22rv1,glass,5015.456452264661
413,22rv1,glass,4769.641434058374
414,22rv1,glass,4665.604008523731
415,22rv1,glass,4724.6510813650775
416,22rv1,glass,5208.816858197377
417,22rv1,glass,4789.270034453425
418,22rv1,glass,4468.692019991031
419,22rv1,glass,4283.747825523973
420,22rv1,glass,4844.842836996782
421,22rv1,glass,4762.575017706174
422,22rv1,glass,4983.559980826208
423,22rv1,glass,4880.201677705627
424,22rv1,glass,4768.316409295518
425,22rv1,glass,5152.92943659437
426,22rv1,glass,4950.568189405611
427,22rv1,glass,4915.598515052892
428,22rv1,glass,4718.179134392411
429,22rv1,glass,5287.0558048043495
430,22rv1,glass,4919.127292292422
431,22rv1,glass,4620.395652796276
432,22rv1,glass,4933.673680773007
433,22rv1,glass,4251.748698804775
434,22rv1,glass,4853.610216588123
435,22rv1,glass,4537.44067091302
436,22rv1,glass,5174.290811708808
437,22rv1,glass,4561.113508453606
438,22rv1,glass,4916.777064259834
439,22rv1,glass,4619.973393146439
440,22rv1,glass,4448.663137749419
441,22rv1,glass,4855.679914809464
442,22rv1,glass,4919.36013337899
443,22rv1,glass,5013.73638705461
444,22rv1,glass,4818.2251449570285
445,22rv1,glass,4664.120882417241
446,22rv1,glass,4828.169772813024
447,22rv1,glass,5066.56313738489
448,22rv1,glass,4932.947893001436
449,22rv1,glass,4703.0890280132635
450,22rv1,glass,4961.8997148190665
451,22rv1,glass,4827.122480617316
452,22rv1,glass,4768.761288137188
453,22rv1,glass,4949.2914667434925
454,22rv1,glass,4644.362793511153
455,22rv1,glass,5165.2568701858
456,22rv1,glass,4391.955058758863
457,22rv1,glass,5317.016422385541
458,22rv1,glass,4861.3449634427525
459,22rv1,glass,4784.080685848058
460,22rv1,glass,4675.811717170742
461,22rv1,glass,4803.486225831395
462,22rv1,glass,4952.627448528277
463,22rv1,glass,4697.019020266937
464,22rv1,glass,4999.718878198068
465,22rv1,glass,4361.800266498573
466,22rv1,glass,5023.989297699407
467,22rv1,glass,5960.962082834467
468,22rv1,glass,4815.0193636863005
469,22rv1,glass,4824.519853520536
470,22rv1,glass,5299.705976279123
471,22rv1,glass,4814.113403165606
472,22rv1,glass,4420.807566132804
473,22rv1,glass,4441.864443169459
474,22rv1,glass,4468.055356288907
475,22rv1,glass,4960.853057900715
476,22rv1,glass,5129.101189708812
477,22rv1,glass,4986.219667596644
478,22rv1,glass,4762.85016248304
479,22rv1,glass,5028.889812898429
480,22rv1,glass,5020.862639824914
481,22rv1,glass,4733.369529046978
683,a375,30kcol,9408.629544505813
684,a375,30kcol,9679.15893577324
685,a375,30kcol,10016.250259919267
686,a375,30kcol,8964.747687583647
687,a375,30kcol,9566.885176996288
688,a375,30kcol,9511.124688923901
689,a375,30kcol,10499.264286384147
690,a375,30kcol,7920.30221939878
691,a375,30kcol,9750.028396451457
692,a375,30kcol,10025.884719036647
693,a375,30kcol,10227.113914059377
694,a375,30kcol,10148.552669973531
695,a375,30kcol,10334.606540136312
696,a375,30kcol,10080.232279586624
697,a375,30kcol,8679.49947327282
698,a375,30kcol,8864.488371143563
699,a375,30kcol,10491.485080001308
700,a375,30kcol,10663.787711430297
701,a375,30kcol,10353.741802789667
702,a375,30kcol,9558.293788377956
703,a375,30kcol,9522.95918656858
